wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, air_temperature_yesterday_low, total_precipitation, wind_gust_speed, air_temperature_yesterday_high, tendency_amount
11,101.7,8.6,67.5,98,8.9, 2024-01-27 03:00:00, , , , ,-0.04
10,101.6,8.8,67.5,98,9.2, 2024-01-27 04:00:00, , , , ,-0.05
12,101.6,8.9,67.5,97,9.4, 2024-01-27 05:00:00, , , , ,-0.15
9,101.6,9,67.5,97,9.5, 2024-01-27 06:00:00, , , , ,-0.12
8,101.5,9,112.5,95,9.7, 2024-01-27 07:00:00, , , , ,-0.11
8,101.5,8.4,112.5,96,8.9, 2024-01-27 08:00:00, , , , ,-0.08
8,101.5,8.5,90,96,9, 2024-01-27 09:00:00, , , , ,-0.09
6,101.5,8.9,112.5,97,9.3, 2024-01-27 10:00:00, , , , ,-0.04
5,101.5,9,112.5,97,9.5, 2024-01-27 11:00:00, , , , ,0.01
1,101.5,9.1,112.5,98,9.5, 2024-01-27 12:00:00, , , , ,0.05
12,101.5,9.9,67.5,98,10.2, 2024-01-27 13:00:00, , , , ,0
16,101.5,9.9,90,96,10.5, 2024-01-27 14:00:00, , , , ,0
16,101.5,10.2,112.5,96,10.7, 2024-01-27 15:00:00,7.4,10.9, ,12.4,0
12,101.5,10.3,112.5,95,11.1, 2024-01-27 16:00:00, , , , ,0.03
11,101.5,10.3,90,96,10.9, 2024-01-27 17:00:00, , , , ,0
7,101.5,10.5,67.5,97,10.9, 2024-01-27 18:00:00, , , , ,0
10,101.5,10.9,90,97,11.4, 2024-01-27 19:00:00, , , , ,-0.02
14,101.5,11.1,90,97,11.5, 2024-01-27 20:00:00, , , , ,-0.02
8,101.5,11.3,112.5,98,11.7, 2024-01-27 21:00:00, , , , ,0.02
9,101.5,11.2,112.5,98,11.6, 2024-01-27 22:00:00, , , , ,0.03
6,101.6,11.4,135,98,11.8, 2024-01-27 23:00:00, , , , ,0.09
7,101.6,11.2,90,98,11.6, 2024-01-28 00:00:00, , , , ,0.04
9,101.6,11,45,98,11.3, 2024-01-28 01:00:00, , , , ,0.03
9,101.6,11,67.5,98,11.3, 2024-01-28 02:00:00, , , , ,-0.02
10,101.6,9.8,337.5,98,10, 2024-01-28 03:00:00, , , , ,-0.02
2,101.6,9.4,180,98,9.6, 2024-01-28 04:00:00, , , , ,0.03
2,101.6,8.4,112.5,99,8.7, 2024-01-28 05:00:00, , , , ,0.02
6,101.6,9.6,90,99,9.8, 2024-01-28 06:00:00, , , , ,0.04
3,101.7,10,45,98,10.3, 2024-01-28 07:00:00, , , , ,0.15
11,101.8,10.3,67.5,98,10.6, 2024-01-28 08:00:00, , , , ,0.22
8,101.9,10.4,90,98,10.7, 2024-01-28 09:00:00, , , , ,0.28
8,102,10.4,112.5,98,10.7, 2024-01-28 10:00:00, , , , ,0.22
16,102,10.5,90,94,11.5, 2024-01-28 11:00:00, , , , ,0.19
10,102.1,10.8,112.5,93,11.9, 2024-01-28 12:00:00, , , , ,0.18
10,102,11.1,90,95,11.8, 2024-01-28 13:00:00, , , , ,0.06
17,101.9,11.3,90,90,13, 2024-01-28 14:00:00, , , , ,-0.07
12,101.9,11.4,90,89,13.2, 2024-01-28 15:00:00,8,38.2,31,11.9,-0.19
12,101.9,11.4,90,89,13.2, 2024-01-28 16:00:00, , , , ,-0.15
15,101.8,11.4,90,94,12.4, 2024-01-28 17:00:00, , , , ,-0.11
15,101.7,11.2,90,95,12, 2024-01-28 18:00:00, , , , ,-0.13
19,101.7,11.4,90,93,12.4, 2024-01-28 19:00:00, , , , ,-0.16
16,101.7,11.4,90,92,12.6, 2024-01-28 20:00:00, , , , ,-0.15
8,101.8,11.2,112.5,91,12.5, 2024-01-28 21:00:00, , , , ,0.01
14,101.7,11.1,67.5,92,12.3, 2024-01-28 22:00:00, , , , ,0
12,101.7,11,90,91,12.4, 2024-01-28 23:00:00, , , , ,0.06
3,101.7,11,112.5,93,12.1, 2024-01-29 00:00:00, , , , ,-0.03
10,101.6,11.1,90,94,12.1, 2024-01-29 01:00:00, , , , ,-0.1
11,101.6,11.4,112.5,94,12.3, 2024-01-29 02:00:00, , , , ,-0.16
5,101.6,11.5,90,94,12.5, 2024-01-29 03:00:00, , , , ,-0.14
6,101.6,11.7,90,96,12.4, 2024-01-29 04:00:00, , , , ,0.04
7,101.6,11.6,67.5,95,12.4, 2024-01-29 05:00:00, , , , ,0.06
11,101.6,12.1,45,95,12.9, 2024-01-29 06:00:00, , , , ,-0.01
7,101.5,11.5,67.5,89,13.2, 2024-01-29 07:00:00, , , , ,-0.1
7,101.6,11.2,135,92,12.5, 2024-01-29 08:00:00, , , , ,-0.06
12,101.5,11.6,67.5,92,13, 2024-01-29 09:00:00, , , , ,-0.04
6,101.5,11.3,90,86,13.6, 2024-01-29 10:00:00, , , , ,-0.02
4,101.5,11.9,67.5,87,14, 2024-01-29 11:00:00, , , , ,-0.09
3,101.4,12.2,112.5,87,14.3, 2024-01-29 12:00:00, , , , ,-0.14
4,101.3,11.9,67.5,91,13.4, 2024-01-29 13:00:00, , , , ,-0.24
3,101.2,8.7,247.5,96,9.4, 2024-01-29 14:00:00, , , , ,-0.31
5,101.1,8.8,247.5,97,9.4, 2024-01-29 15:00:00,8.3,15.4, ,13.4,-0.27
3,101.1,9,90,97,9.4, 2024-01-29 16:00:00, , , , ,-0.2
15,101,11.5,90,94,12.4, 2024-01-29 17:00:00, , , , ,-0.19
4,101,9.7,202.5,92,11, 2024-01-29 18:00:00, , , , ,-0.16
5,101,7.5,247.5,97,7.9, 2024-01-29 19:00:00, , , , ,-0.05
6,101,10,67.5,97,10.4, 2024-01-29 20:00:00, , , , ,0.08
10,101,10.9,90,90,12.5, 2024-01-29 21:00:00, , , , ,0.06
8,101.1,10.5,67.5,91,11.9, 2024-01-29 22:00:00, , , , ,0.11
1,101.3,10.1,90,92,11.5, 2024-01-29 23:00:00, , , , ,0.3
6,101.4,9.9,180,92,11.2, 2024-01-30 00:00:00, , , , ,0.37
13,101.5,10.2,45,89,11.8, 2024-01-30 01:00:00, , , , ,0.32
13,101.5,9.8,67.5,90,11.4, 2024-01-30 02:00:00, , , , ,0.15
13,101.5,9.7,90,90,11.3, 2024-01-30 03:00:00, , , , ,0.11
10,101.6,9.9,67.5,90,11.5, 2024-01-30 04:00:00, , , , ,0.1
12,101.6,10.5,67.5,92,11.7, 2024-01-30 05:00:00, , , , ,0.08
5,101.6,10.5,135,92,11.8, 2024-01-30 06:00:00, , , , ,0.07
7,101.6,10.7,67.5,95,11.5, 2024-01-30 07:00:00, , , , ,-0.02
11,101.5,10.6,67.5,91,12, 2024-01-30 08:00:00, , , , ,-0.04
9,101.5,10.5,45,87,12.5, 2024-01-30 09:00:00, , , , ,-0.09
9,101.5,10.5,45,87,12.5, 2024-01-30 10:00:00, , , , ,-0.09
0,101.1,9.1, ,95,9.9, 2024-01-30 14:00:00, , , , , 
9,101,10.3,67.5,86,12.6, 2024-01-30 15:00:00,7.7,2.7, ,14.4, 
10,100.8,10.4,90,81,13.5, 2024-01-30 16:00:00, , , , , 
0,100.7,8.7, ,95,9.5, 2024-01-30 17:00:00, , , , ,-0.43
12,100.7,8.6,225,94,9.5, 2024-01-30 18:00:00, , , , ,-0.38
2,100.5,7.9,45,93,8.9, 2024-01-30 19:00:00, , , , ,-0.36
16,100.4,8.4,90,74,13, 2024-01-30 20:00:00, , , , ,-0.35
16,100.3,8,90,69,13.7, 2024-01-30 21:00:00, , , , ,-0.38
14, ,7.9,90,71,12.9, 2024-01-30 22:00:00, , , , ,-0.32
3, ,8.2,292.5,79,11.7, 2024-01-30 23:00:00, , , , ,-0.23
2, ,7.7,0,93,8.8, 2024-01-31 00:00:00, , , , ,-0.16
13, ,9.2,67.5,93,10.2, 2024-01-31 01:00:00, , , , ,-0.05
14,100,9.7,90,90,11.2, 2024-01-31 02:00:00, , , , ,-0.12
20,99.9,10,67.5,85,12.4, 2024-01-31 03:00:00, , ,32, ,-0.2
19,99.8,9.9,112.5,83,12.6, 2024-01-31 04:00:00, , ,32, ,-0.26
21,99.8,10.3,90,85,12.7, 2024-01-31 05:00:00, , ,31, ,-0.18
17,99.8,10.4,90,88,12.4, 2024-01-31 06:00:00, , , , ,-0.14
20,99.7,10.3,90,89,12.1, 2024-01-31 07:00:00, , ,29, ,-0.11
21,99.7,10.2,90,86,12.5, 2024-01-31 08:00:00, , , , ,-0.09
15,99.7,10.2,90,87,12.3, 2024-01-31 09:00:00, , ,28, ,-0.05
18,99.7,10.2,90,81,13.4, 2024-01-31 10:00:00, , , , ,0.01
17,99.7,10.1,90,80,13.6, 2024-01-31 11:00:00, , , , ,-0.02
8,99.7,10.3,135,84,13, 2024-01-31 12:00:00, , , , ,0
7,99.7,10.6,112.5,87,12.7, 2024-01-31 13:00:00, , , , ,-0.01
5,99.7,10.4,135,88,12.3, 2024-01-31 14:00:00, , , , ,-0.02
7,99.7,10.4,135,90,12, 2024-01-31 15:00:00, , , , ,-0.04
7,99.7,10.6,112.5,90,12.1, 2024-01-31 16:00:00, , , , ,-0.06
5,99.6,10.6,112.5,92,11.8, 2024-01-31 17:00:00, , , , ,-0.06
6,99.6,10.4,112.5,91,11.7, 2024-01-31 18:00:00, , , , ,-0.09
8,99.6,10.3,112.5,91,11.6, 2024-01-31 19:00:00, , , , ,-0.07
11,99.6,10.4,112.5,92,11.7, 2024-01-31 20:00:00, , , , ,-0.02
9,99.6,10,90,91,11.4, 2024-01-31 21:00:00, , , , ,-0.01
8,99.6,8.7,135,80,12.1, 2024-01-31 22:00:00, , , , ,0.01
4,99.6,9.1,157.5,87,11.2, 2024-01-31 23:00:00, , , , ,-0.04
1,99.6,9,202.5,91,10.5, 2024-02-01 00:00:00, , , , ,0.02
14,99.6,9.4,90,89,11.2, 2024-02-01 01:00:00, , , , ,-0.05
0,99.7,7.5, ,95,8.3, 2024-02-01 02:00:00, , , , ,0.08
7,99.7,9.3,90,94,10.2, 2024-02-01 03:00:00, , , , ,0.06
11,99.7,9.5,90,93,10.6, 2024-02-01 04:00:00, , , , ,0.14
13,99.7,9.3,90,92,10.6, 2024-02-01 05:00:00, , , , ,0.02
9,99.7,9.4,90,91,10.8, 2024-02-01 06:00:00, , , , ,0.03
14,99.7,9.2,90,89,11, 2024-02-01 07:00:00, , , , ,-0.01
13,99.7,9,90,89,10.8, 2024-02-01 08:00:00, , , , ,0.03
9,99.7,8.7,90,84,11.4, 2024-02-01 09:00:00, , , , ,0.01
13,99.7,9,90,84,11.7, 2024-02-01 10:00:00, , , , ,0.04
12,99.7,8.7,90,80,12.1, 2024-02-01 11:00:00, , , , ,0.04
14,99.7,8.9,90,80,12.3, 2024-02-01 12:00:00, , , , ,0.01
15,99.7,8.9,90,81,12.2, 2024-02-01 13:00:00, , , , ,-0.01
13,99.7,8.6,112.5,74,13.1, 2024-02-01 14:00:00, , , , ,-0.04
18,99.7,8.5,90,76,12.6, 2024-02-01 15:00:00,8,6.6,27,13.9,0
19,99.7,7.4,90,71,12.6, 2024-02-01 16:00:00, , ,28, ,0.01
16,99.7,7.2,90,74,11.7, 2024-02-01 17:00:00, , , , ,0.05
15,99.8,7.1,90,74,11.5, 2024-02-01 18:00:00, , , , ,0.06
17,99.8,6.9,90,73,11.6, 2024-02-01 19:00:00, , , , ,0.09
15,99.8,6.6,90,72,11.5, 2024-02-01 20:00:00, , , , ,0.07
19,99.8,6.6,90,72,11.3, 2024-02-01 21:00:00, , , , ,0.08
20,99.9,6.8,90,76,10.8, 2024-02-01 22:00:00, , , , ,0.06
19,99.9,6.4,90,73,11, 2024-02-01 23:00:00, , , , ,0.09
14,99.9,6.5,90,77,10.5, 2024-02-02 00:00:00, , , , ,0.1
