Date,observations (m),Observations minus predictions (m)
2023-08-13 08:44 PDT,1.52,
2023-08-13 08:43 PDT,1.529,
2023-08-13 08:42 PDT,1.542,
2023-08-13 08:41 PDT,1.548,
2023-08-13 08:40 PDT,1.556,
2023-08-13 08:39 PDT,1.56,
2023-08-13 08:38 PDT,1.571,
2023-08-13 08:37 PDT,1.581,
2023-08-13 08:36 PDT,1.593,
2023-08-13 08:35 PDT,1.597,
2023-08-13 08:34 PDT,1.612,
2023-08-13 08:33 PDT,1.616,
2023-08-13 08:32 PDT,1.622,
2023-08-13 08:31 PDT,1.632,
2023-08-13 08:30 PDT,1.64,
2023-08-13 08:29 PDT,1.649,
2023-08-13 08:28 PDT,1.656,
2023-08-13 08:27 PDT,1.669,
2023-08-13 08:26 PDT,1.675,
2023-08-13 08:25 PDT,1.688,
2023-08-13 08:24 PDT,1.697,
2023-08-13 08:23 PDT,1.706,
2023-08-13 08:22 PDT,1.713,
2023-08-13 08:21 PDT,1.72,
2023-08-13 08:20 PDT,1.728,
2023-08-13 08:19 PDT,1.741,
2023-08-13 08:18 PDT,1.75,
2023-08-13 08:17 PDT,1.759,
2023-08-13 08:16 PDT,1.77,
2023-08-13 08:15 PDT,1.785,
2023-08-13 08:14 PDT,1.79,
2023-08-13 08:13 PDT,1.802,
2023-08-13 08:12 PDT,1.805,
2023-08-13 08:11 PDT,1.816,
2023-08-13 08:10 PDT,1.825,
2023-08-13 08:09 PDT,1.838,
2023-08-13 08:08 PDT,1.846,
2023-08-13 08:07 PDT,1.852,
2023-08-13 08:06 PDT,1.862,
2023-08-13 08:05 PDT,1.875,
2023-08-13 08:04 PDT,1.884,
2023-08-13 08:03 PDT,1.892,
2023-08-13 08:02 PDT,1.902,
2023-08-13 08:01 PDT,1.915,
2023-08-13 08:00 PDT,1.924,
2023-08-13 07:59 PDT,1.933,
2023-08-13 07:58 PDT,1.941,
2023-08-13 07:57 PDT,1.95,
2023-08-13 07:56 PDT,1.963,
2023-08-13 07:55 PDT,1.973,
2023-08-13 07:54 PDT,1.98,
2023-08-13 07:53 PDT,1.992,
2023-08-13 07:52 PDT,2.009,
2023-08-13 07:51 PDT,2.015,
2023-08-13 07:50 PDT,2.025,
2023-08-13 07:49 PDT,2.029,
2023-08-13 07:48 PDT,2.043,
2023-08-13 07:47 PDT,2.057,
2023-08-13 07:46 PDT,2.068,
2023-08-13 07:45 PDT,2.068,
2023-08-13 07:44 PDT,2.076,
2023-08-13 07:43 PDT,2.088,
2023-08-13 07:42 PDT,2.101,
2023-08-13 07:41 PDT,2.121,
2023-08-13 07:40 PDT,2.128,
2023-08-13 07:39 PDT,2.136,
2023-08-13 07:38 PDT,2.142,
2023-08-13 07:37 PDT,2.151,
2023-08-13 07:36 PDT,2.162,
2023-08-13 07:35 PDT,2.169,
2023-08-13 07:34 PDT,2.181,
2023-08-13 07:33 PDT,2.193,
2023-08-13 07:32 PDT,2.2,
2023-08-13 07:31 PDT,2.211,
2023-08-13 07:30 PDT,2.22,
2023-08-13 07:29 PDT,2.234,
2023-08-13 07:28 PDT,2.24,
2023-08-13 07:27 PDT,2.255,
2023-08-13 07:26 PDT,2.265,
2023-08-13 07:25 PDT,2.278,
2023-08-13 07:24 PDT,2.285,
2023-08-13 07:23 PDT,2.287,
2023-08-13 07:22 PDT,2.294,
2023-08-13 07:21 PDT,2.305,
2023-08-13 07:20 PDT,2.32,
2023-08-13 07:19 PDT,2.338,
2023-08-13 07:18 PDT,2.341,
2023-08-13 07:17 PDT,2.349,
2023-08-13 07:16 PDT,2.358,
2023-08-13 07:15 PDT,2.372,
2023-08-13 07:14 PDT,2.378,
2023-08-13 07:13 PDT,2.387,
2023-08-13 07:12 PDT,2.397,
2023-08-13 07:11 PDT,2.404,
2023-08-13 07:10 PDT,2.419,
2023-08-13 07:09 PDT,2.428,
2023-08-13 07:08 PDT,2.436,
2023-08-13 07:07 PDT,2.437,
2023-08-13 07:06 PDT,2.45,
2023-08-13 07:05 PDT,2.47,
2023-08-13 07:04 PDT,2.478,
2023-08-13 07:03 PDT,2.483,
2023-08-13 07:02 PDT,2.489,
2023-08-13 07:01 PDT,2.508,
2023-08-13 07:00 PDT,2.515,
2023-08-13 06:59 PDT,2.518,
2023-08-13 06:58 PDT,2.529,
2023-08-13 06:57 PDT,2.536,
2023-08-13 06:56 PDT,2.561,
2023-08-13 06:55 PDT,2.562,
2023-08-13 06:54 PDT,2.563,
2023-08-13 06:53 PDT,2.57,
2023-08-13 06:52 PDT,2.594,
2023-08-13 06:51 PDT,2.614,
2023-08-13 06:50 PDT,2.61,
2023-08-13 06:49 PDT,2.616,
2023-08-13 06:48 PDT,2.623,
2023-08-13 06:47 PDT,2.645,
2023-08-13 06:46 PDT,2.641,
2023-08-13 06:45 PDT,2.64,
2023-08-13 06:44 PDT,2.656,
2023-08-13 06:43 PDT,2.671,
2023-08-13 06:42 PDT,2.7,
2023-08-13 06:41 PDT,2.7,
2023-08-13 06:40 PDT,2.697,
2023-08-13 06:39 PDT,2.704,
2023-08-13 06:38 PDT,2.718,
2023-08-13 06:37 PDT,2.737,
2023-08-13 06:36 PDT,2.739,
2023-08-13 06:35 PDT,2.737,
2023-08-13 06:34 PDT,2.751,
2023-08-13 06:33 PDT,2.759,
2023-08-13 06:32 PDT,2.765,
2023-08-13 06:31 PDT,2.777,
2023-08-13 06:30 PDT,2.791,
2023-08-13 06:29 PDT,2.801,
2023-08-13 06:28 PDT,2.815,
2023-08-13 06:27 PDT,2.82,
2023-08-13 06:26 PDT,2.824,
2023-08-13 06:25 PDT,2.829,
2023-08-13 06:24 PDT,2.836,
2023-08-13 06:23 PDT,2.853,
2023-08-13 06:22 PDT,2.865,
2023-08-13 06:21 PDT,2.867,
2023-08-13 06:20 PDT,2.874,
2023-08-13 06:19 PDT,2.876,
2023-08-13 06:18 PDT,2.885,
2023-08-13 06:17 PDT,2.907,
2023-08-13 06:16 PDT,2.923,
2023-08-13 06:15 PDT,2.925,
2023-08-13 06:14 PDT,2.923,
2023-08-13 06:13 PDT,2.933,
2023-08-13 06:12 PDT,2.943,
2023-08-13 06:11 PDT,2.947,
2023-08-13 06:10 PDT,2.952,
2023-08-13 06:09 PDT,2.959,
2023-08-13 06:08 PDT,2.97,
2023-08-13 06:07 PDT,2.976,
2023-08-13 06:06 PDT,2.985,
2023-08-13 06:05 PDT,2.987,
2023-08-13 06:04 PDT,2.996,
2023-08-13 06:03 PDT,3.009,
2023-08-13 06:02 PDT,3.022,
2023-08-13 06:01 PDT,3.029,
2023-08-13 06:00 PDT,3.029,
2023-08-13 05:59 PDT,3.036,
2023-08-13 05:58 PDT,3.05,
2023-08-13 05:57 PDT,3.063,
2023-08-13 05:56 PDT,3.072,
2023-08-13 05:55 PDT,3.075,
2023-08-13 05:54 PDT,3.082,
2023-08-13 05:53 PDT,3.093,
2023-08-13 05:52 PDT,3.098,
2023-08-13 05:51 PDT,3.112,
2023-08-13 05:50 PDT,3.112,
2023-08-13 05:49 PDT,3.122,
2023-08-13 05:48 PDT,3.133,
2023-08-13 05:47 PDT,3.147,
2023-08-13 05:46 PDT,3.159,
2023-08-13 05:45 PDT,3.154,
2023-08-13 05:44 PDT,3.159,
2023-08-13 05:43 PDT,3.168,
2023-08-13 05:42 PDT,3.187,
2023-08-13 05:41 PDT,3.197,
2023-08-13 05:40 PDT,3.199,
2023-08-13 05:39 PDT,3.206,
2023-08-13 05:38 PDT,3.215,
2023-08-13 05:37 PDT,3.223,
2023-08-13 05:36 PDT,3.225,
2023-08-13 05:35 PDT,3.233,
2023-08-13 05:34 PDT,3.246,
2023-08-13 05:33 PDT,3.259,
2023-08-13 05:32 PDT,3.266,
2023-08-13 05:31 PDT,3.265,
2023-08-13 05:30 PDT,3.274,
2023-08-13 05:29 PDT,3.284,
2023-08-13 05:28 PDT,3.296,
2023-08-13 05:27 PDT,3.306,
2023-08-13 05:26 PDT,3.307,
2023-08-13 05:25 PDT,3.313,
2023-08-13 05:24 PDT,3.318,
2023-08-13 05:23 PDT,3.322,
2023-08-13 05:22 PDT,3.339,
2023-08-13 05:21 PDT,3.353,
2023-08-13 05:20 PDT,3.36,
2023-08-13 05:19 PDT,3.364,
2023-08-13 05:18 PDT,3.369,
2023-08-13 05:17 PDT,3.374,
2023-08-13 05:16 PDT,3.381,
2023-08-13 05:15 PDT,3.391,
2023-08-13 05:14 PDT,3.4,
2023-08-13 05:13 PDT,3.407,
2023-08-13 05:12 PDT,3.416,
2023-08-13 05:11 PDT,3.424,
2023-08-13 05:10 PDT,3.43,
2023-08-13 05:09 PDT,3.437,
2023-08-13 05:08 PDT,3.442,
2023-08-13 05:07 PDT,3.449,
2023-08-13 05:06 PDT,3.457,
2023-08-13 05:05 PDT,3.465,
2023-08-13 05:04 PDT,3.473,
2023-08-13 05:03 PDT,3.478,
2023-08-13 05:02 PDT,3.484,
2023-08-13 05:01 PDT,3.492,
2023-08-13 05:00 PDT,3.496,
2023-08-13 04:59 PDT,3.508,
2023-08-13 04:58 PDT,3.517,
2023-08-13 04:57 PDT,3.52,
2023-08-13 04:56 PDT,3.525,
2023-08-13 04:55 PDT,3.534,
2023-08-13 04:54 PDT,3.542,
2023-08-13 04:53 PDT,3.548,
2023-08-13 04:52 PDT,3.553,
2023-08-13 04:51 PDT,3.56,
2023-08-13 04:50 PDT,3.567,
2023-08-13 04:49 PDT,3.574,
2023-08-13 04:48 PDT,3.579,
2023-08-13 04:47 PDT,3.584,
2023-08-13 04:46 PDT,3.589,
2023-08-13 04:45 PDT,3.595,
2023-08-13 04:44 PDT,3.6,
2023-08-13 04:43 PDT,3.605,
2023-08-13 04:42 PDT,3.612,
2023-08-13 04:41 PDT,3.619,
2023-08-13 04:40 PDT,3.624,
2023-08-13 04:39 PDT,3.626,
2023-08-13 04:38 PDT,3.631,
2023-08-13 04:37 PDT,3.635,
2023-08-13 04:36 PDT,3.64,
2023-08-13 04:35 PDT,3.647,
2023-08-13 04:34 PDT,3.65,
2023-08-13 04:33 PDT,3.654,
2023-08-13 04:32 PDT,3.659,
2023-08-13 04:31 PDT,3.667,
2023-08-13 04:30 PDT,3.673,
2023-08-13 04:29 PDT,3.674,
2023-08-13 04:28 PDT,3.68,
2023-08-13 04:27 PDT,3.687,
2023-08-13 04:26 PDT,3.692,
2023-08-13 04:25 PDT,3.699,
2023-08-13 04:24 PDT,3.702,
2023-08-13 04:23 PDT,3.706,
2023-08-13 04:22 PDT,3.711,
2023-08-13 04:21 PDT,3.716,
2023-08-13 04:20 PDT,3.72,
2023-08-13 04:19 PDT,3.727,
2023-08-13 04:18 PDT,3.733,
2023-08-13 04:17 PDT,3.739,
2023-08-13 04:16 PDT,3.742,
2023-08-13 04:15 PDT,3.747,
2023-08-13 04:14 PDT,3.751,
2023-08-13 04:13 PDT,3.756,
2023-08-13 04:12 PDT,3.763,
2023-08-13 04:11 PDT,3.766,
2023-08-13 04:10 PDT,3.77,
2023-08-13 04:09 PDT,3.772,
2023-08-13 04:08 PDT,3.779,
2023-08-13 04:07 PDT,3.784,
2023-08-13 04:06 PDT,3.786,
2023-08-13 04:05 PDT,3.789,
2023-08-13 04:04 PDT,3.792,
2023-08-13 04:03 PDT,3.796,
2023-08-13 04:02 PDT,3.798,
2023-08-13 04:01 PDT,3.803,
2023-08-13 04:00 PDT,3.805,
2023-08-13 03:59 PDT,3.807,
2023-08-13 03:58 PDT,3.81,
2023-08-13 03:57 PDT,3.81,
2023-08-13 03:56 PDT,3.813,
2023-08-13 03:55 PDT,3.815,
2023-08-13 03:54 PDT,3.818,
2023-08-13 03:53 PDT,3.818,
2023-08-13 03:52 PDT,3.822,
2023-08-13 03:51 PDT,3.824,
2023-08-13 03:50 PDT,3.825,
2023-08-13 03:49 PDT,3.826,
2023-08-13 03:48 PDT,3.826,
2023-08-13 03:47 PDT,3.829,
2023-08-13 03:46 PDT,3.829,
2023-08-13 03:45 PDT,3.831,
2023-08-13 03:44 PDT,3.832,
2023-08-13 03:43 PDT,3.834,
2023-08-13 03:42 PDT,3.836,
2023-08-13 03:41 PDT,3.836,
2023-08-13 03:40 PDT,3.838,
2023-08-13 03:39 PDT,3.839,
2023-08-13 03:38 PDT,3.839,
2023-08-13 03:37 PDT,3.841,
2023-08-13 03:36 PDT,3.843,
2023-08-13 03:35 PDT,3.843,
2023-08-13 03:34 PDT,3.843,
2023-08-13 03:33 PDT,3.845,
2023-08-13 03:32 PDT,3.846,
2023-08-13 03:31 PDT,3.846,
2023-08-13 03:30 PDT,3.848,
2023-08-13 03:29 PDT,3.848,
2023-08-13 03:28 PDT,3.85,
2023-08-13 03:27 PDT,3.851,
2023-08-13 03:26 PDT,3.851,
2023-08-13 03:25 PDT,3.851,
2023-08-13 03:24 PDT,3.852,
2023-08-13 03:23 PDT,3.855,
2023-08-13 03:22 PDT,3.855,
2023-08-13 03:21 PDT,3.855,
2023-08-13 03:20 PDT,3.858,
2023-08-13 03:19 PDT,3.859,
2023-08-13 03:18 PDT,3.86,
2023-08-13 03:17 PDT,3.862,
2023-08-13 03:16 PDT,3.862,
2023-08-13 03:15 PDT,3.862,
2023-08-13 03:14 PDT,3.864,
2023-08-13 03:13 PDT,3.866,
2023-08-13 03:12 PDT,3.869,
2023-08-13 03:11 PDT,3.867,
2023-08-13 03:10 PDT,3.869,
2023-08-13 03:09 PDT,3.869,
2023-08-13 03:08 PDT,3.869,
2023-08-13 03:07 PDT,3.869,
2023-08-13 03:06 PDT,3.869,
2023-08-13 03:05 PDT,3.869,
2023-08-13 03:04 PDT,3.871,
2023-08-13 03:03 PDT,3.869,
2023-08-13 03:02 PDT,3.871,
2023-08-13 03:01 PDT,3.869,
2023-08-13 03:00 PDT,3.869,
2023-08-13 02:59 PDT,3.867,
2023-08-13 02:58 PDT,3.866,
2023-08-13 02:57 PDT,3.869,
2023-08-13 02:56 PDT,3.866,
2023-08-13 02:55 PDT,3.866,
2023-08-13 02:54 PDT,3.864,
2023-08-13 02:53 PDT,3.864,
2023-08-13 02:52 PDT,3.864,
2023-08-13 02:51 PDT,3.862,
2023-08-13 02:50 PDT,3.86,
2023-08-13 02:49 PDT,3.86,
2023-08-13 02:48 PDT,3.859,
2023-08-13 02:47 PDT,3.858,
2023-08-13 02:46 PDT,3.855,
2023-08-13 02:45 PDT,3.853,
2023-08-13 02:44 PDT,3.853,
2023-08-13 02:43 PDT,3.853,
2023-08-13 02:42 PDT,3.851,
2023-08-13 02:41 PDT,3.848,
2023-08-13 02:40 PDT,3.848,
2023-08-13 02:39 PDT,3.848,
2023-08-13 02:38 PDT,3.851,
2023-08-13 02:37 PDT,3.846,
2023-08-13 02:36 PDT,3.845,
2023-08-13 02:35 PDT,3.845,
2023-08-13 02:34 PDT,3.843,
2023-08-13 02:33 PDT,3.845,
2023-08-13 02:32 PDT,3.843,
2023-08-13 02:31 PDT,3.841,
2023-08-13 02:30 PDT,3.839,
2023-08-13 02:29 PDT,3.839,
2023-08-13 02:28 PDT,3.841,
2023-08-13 02:27 PDT,3.838,
2023-08-13 02:26 PDT,3.836,
2023-08-13 02:25 PDT,3.838,
2023-08-13 02:24 PDT,3.836,
2023-08-13 02:23 PDT,3.836,
2023-08-13 02:22 PDT,3.833,
2023-08-13 02:21 PDT,3.831,
2023-08-13 02:20 PDT,3.831,
2023-08-13 02:19 PDT,3.831,
2023-08-13 02:18 PDT,3.829,
2023-08-13 02:17 PDT,3.827,
2023-08-13 02:16 PDT,3.826,
2023-08-13 02:15 PDT,3.825,
2023-08-13 02:14 PDT,3.826,
2023-08-13 02:13 PDT,3.825,
2023-08-13 02:12 PDT,3.825,
2023-08-13 02:11 PDT,3.822,
2023-08-13 02:10 PDT,3.822,
2023-08-13 02:09 PDT,3.822,
2023-08-13 02:08 PDT,3.819,
2023-08-13 02:07 PDT,3.819,
2023-08-13 02:06 PDT,3.818,
2023-08-13 02:05 PDT,3.817,
2023-08-13 02:04 PDT,3.812,
2023-08-13 02:03 PDT,3.81,
2023-08-13 02:02 PDT,3.812,
2023-08-13 02:01 PDT,3.81,
2023-08-13 02:00 PDT,3.81,
2023-08-13 01:59 PDT,3.806,
2023-08-13 01:58 PDT,3.806,
2023-08-13 01:57 PDT,3.803,
2023-08-13 01:56 PDT,3.803,
2023-08-13 01:55 PDT,3.803,
2023-08-13 01:54 PDT,3.8,
2023-08-13 01:53 PDT,3.796,
2023-08-13 01:52 PDT,3.794,
2023-08-13 01:51 PDT,3.792,
2023-08-13 01:50 PDT,3.792,
2023-08-13 01:49 PDT,3.789,
2023-08-13 01:48 PDT,3.789,
2023-08-13 01:47 PDT,3.786,
2023-08-13 01:46 PDT,3.785,
2023-08-13 01:45 PDT,3.785,
2023-08-13 01:44 PDT,3.78,
2023-08-13 01:43 PDT,3.779,
2023-08-13 01:42 PDT,3.777,
2023-08-13 01:41 PDT,3.777,
2023-08-13 01:40 PDT,3.774,
2023-08-13 01:39 PDT,3.774,
2023-08-13 01:38 PDT,3.773,
2023-08-13 01:37 PDT,3.772,
2023-08-13 01:36 PDT,3.772,
2023-08-13 01:35 PDT,3.767,
2023-08-13 01:34 PDT,3.766,
2023-08-13 01:33 PDT,3.765,
2023-08-13 01:32 PDT,3.763,
2023-08-13 01:31 PDT,3.761,
2023-08-13 01:30 PDT,3.761,
2023-08-13 01:29 PDT,3.76,
2023-08-13 01:28 PDT,3.759,
2023-08-13 01:27 PDT,3.759,
2023-08-13 01:26 PDT,3.753,
2023-08-13 01:25 PDT,3.753,
2023-08-13 01:24 PDT,3.751,
2023-08-13 01:23 PDT,3.749,
2023-08-13 01:22 PDT,3.746,
2023-08-13 01:21 PDT,3.746,
2023-08-13 01:20 PDT,3.741,
2023-08-13 01:19 PDT,3.741,
2023-08-13 01:18 PDT,3.735,
2023-08-13 01:17 PDT,3.735,
2023-08-13 01:16 PDT,3.733,
2023-08-13 01:15 PDT,3.733,
2023-08-13 01:14 PDT,3.73,
2023-08-13 01:13 PDT,3.727,
2023-08-13 01:12 PDT,3.725,
2023-08-13 01:11 PDT,3.723,
2023-08-13 01:10 PDT,3.72,
2023-08-13 01:09 PDT,3.718,
2023-08-13 01:08 PDT,3.716,
2023-08-13 01:07 PDT,3.713,
2023-08-13 01:06 PDT,3.713,
2023-08-13 01:05 PDT,3.708,
2023-08-13 01:04 PDT,3.708,
2023-08-13 01:03 PDT,3.706,
2023-08-13 01:02 PDT,3.702,
2023-08-13 01:01 PDT,3.701,
2023-08-13 01:00 PDT,3.7,
2023-08-13 00:59 PDT,3.7,
2023-08-13 00:58 PDT,3.693,
2023-08-13 00:57 PDT,3.692,
2023-08-13 00:56 PDT,3.69,
2023-08-13 00:55 PDT,3.687,
2023-08-13 00:54 PDT,3.681,
2023-08-13 00:53 PDT,3.68,
2023-08-13 00:52 PDT,3.676,
2023-08-13 00:51 PDT,3.678,
2023-08-13 00:50 PDT,3.673,
2023-08-13 00:49 PDT,3.673,
2023-08-13 00:48 PDT,3.668,
2023-08-13 00:47 PDT,3.667,
2023-08-13 00:46 PDT,3.664,
2023-08-13 00:45 PDT,3.664,
2023-08-13 00:44 PDT,3.659,
2023-08-13 00:43 PDT,3.657,
2023-08-13 00:42 PDT,3.654,
2023-08-13 00:41 PDT,3.65,
2023-08-13 00:40 PDT,3.649,
2023-08-13 00:39 PDT,3.647,
2023-08-13 00:38 PDT,3.643,
2023-08-13 00:37 PDT,3.641,
2023-08-13 00:36 PDT,3.638,
2023-08-13 00:35 PDT,3.638,
2023-08-13 00:34 PDT,3.634,
2023-08-13 00:33 PDT,3.631,
2023-08-13 00:32 PDT,3.631,
2023-08-13 00:31 PDT,3.628,
2023-08-13 00:30 PDT,3.626,
2023-08-13 00:29 PDT,3.623,
2023-08-13 00:28 PDT,3.626,
2023-08-13 00:27 PDT,3.621,
2023-08-13 00:26 PDT,3.619,
2023-08-13 00:25 PDT,3.616,
2023-08-13 00:24 PDT,3.61,
2023-08-13 00:23 PDT,3.612,
2023-08-13 00:22 PDT,3.608,
2023-08-13 00:21 PDT,3.61,
2023-08-13 00:20 PDT,3.605,
2023-08-13 00:19 PDT,3.601,
2023-08-13 00:18 PDT,3.6,
2023-08-13 00:17 PDT,3.6,
2023-08-13 00:16 PDT,3.598,
2023-08-13 00:15 PDT,3.593,
2023-08-13 00:14 PDT,3.593,
2023-08-13 00:13 PDT,3.589,
2023-08-13 00:12 PDT,3.588,
2023-08-13 00:11 PDT,3.586,
2023-08-13 00:10 PDT,3.579,
2023-08-13 00:09 PDT,3.581,
2023-08-13 00:08 PDT,3.581,
2023-08-13 00:07 PDT,3.579,
2023-08-13 00:06 PDT,3.574,
2023-08-13 00:05 PDT,3.569,
2023-08-13 00:04 PDT,3.567,
2023-08-13 00:03 PDT,3.567,
2023-08-13 00:02 PDT,3.567,
2023-08-13 00:01 PDT,3.562,
2023-08-13 00:00 PDT,3.561,
2023-08-12 23:59 PDT,3.558,
2023-08-12 23:58 PDT,3.56,
2023-08-12 23:57 PDT,3.561,
2023-08-12 23:56 PDT,3.555,
2023-08-12 23:55 PDT,3.549,
2023-08-12 23:54 PDT,3.549,
2023-08-12 23:53 PDT,3.548,
2023-08-12 23:52 PDT,3.546,
2023-08-12 23:51 PDT,3.548,
2023-08-12 23:50 PDT,3.546,
2023-08-12 23:49 PDT,3.543,
2023-08-12 23:48 PDT,3.542,
2023-08-12 23:47 PDT,3.541,
2023-08-12 23:46 PDT,3.536,
2023-08-12 23:45 PDT,3.536,
2023-08-12 23:44 PDT,3.536,
2023-08-12 23:43 PDT,3.536,
2023-08-12 23:42 PDT,3.532,
2023-08-12 23:41 PDT,3.532,
2023-08-12 23:40 PDT,3.529,
2023-08-12 23:39 PDT,3.527,
2023-08-12 23:38 PDT,3.525,
2023-08-12 23:37 PDT,3.524,
2023-08-12 23:36 PDT,3.525,
2023-08-12 23:35 PDT,3.523,
2023-08-12 23:34 PDT,3.522,
2023-08-12 23:33 PDT,3.522,
2023-08-12 23:32 PDT,3.52,
2023-08-12 23:31 PDT,3.522,
2023-08-12 23:30 PDT,3.52,
2023-08-12 23:29 PDT,3.52,
2023-08-12 23:28 PDT,3.518,
2023-08-12 23:27 PDT,3.516,
2023-08-12 23:26 PDT,3.515,
2023-08-12 23:25 PDT,3.516,
2023-08-12 23:24 PDT,3.515,
2023-08-12 23:23 PDT,3.51,
2023-08-12 23:22 PDT,3.513,
2023-08-12 23:21 PDT,3.513,
2023-08-12 23:20 PDT,3.513,
2023-08-12 23:19 PDT,3.513,
2023-08-12 23:18 PDT,3.513,
2023-08-12 23:17 PDT,3.513,
2023-08-12 23:16 PDT,3.511,
2023-08-12 23:15 PDT,3.51,
2023-08-12 23:14 PDT,3.509,
2023-08-12 23:13 PDT,3.509,
2023-08-12 23:12 PDT,3.513,
2023-08-12 23:11 PDT,3.513,
2023-08-12 23:10 PDT,3.511,
2023-08-12 23:09 PDT,3.509,
2023-08-12 23:08 PDT,3.51,
2023-08-12 23:07 PDT,3.513,
2023-08-12 23:06 PDT,3.513,
2023-08-12 23:05 PDT,3.518,
2023-08-12 23:04 PDT,3.516,
2023-08-12 23:03 PDT,3.515,
2023-08-12 23:02 PDT,3.516,
2023-08-12 23:01 PDT,3.516,
2023-08-12 23:00 PDT,3.518,
2023-08-12 22:59 PDT,3.518,
2023-08-12 22:58 PDT,3.517,
2023-08-12 22:57 PDT,3.522,
2023-08-12 22:56 PDT,3.525,
2023-08-12 22:55 PDT,3.522,
2023-08-12 22:54 PDT,3.523,
2023-08-12 22:53 PDT,3.527,
2023-08-12 22:52 PDT,3.529,
2023-08-12 22:51 PDT,3.532,
2023-08-12 22:50 PDT,3.532,
2023-08-12 22:49 PDT,3.53,
2023-08-12 22:48 PDT,3.532,
2023-08-12 22:47 PDT,3.535,
2023-08-12 22:46 PDT,3.537,
2023-08-12 22:45 PDT,3.534,
2023-08-12 22:44 PDT,3.539,
2023-08-12 22:43 PDT,3.541,
2023-08-12 22:42 PDT,3.537,
2023-08-12 22:41 PDT,3.539,
2023-08-12 22:40 PDT,3.539,
2023-08-12 22:39 PDT,3.543,
2023-08-12 22:38 PDT,3.546,
2023-08-12 22:37 PDT,3.544,
2023-08-12 22:36 PDT,3.548,
2023-08-12 22:35 PDT,3.546,
2023-08-12 22:34 PDT,3.546,
2023-08-12 22:33 PDT,3.553,
2023-08-12 22:32 PDT,3.555,
2023-08-12 22:31 PDT,3.553,
2023-08-12 22:30 PDT,3.555,
2023-08-12 22:29 PDT,3.565,
2023-08-12 22:28 PDT,3.561,
2023-08-12 22:27 PDT,3.569,
2023-08-12 22:26 PDT,3.56,
2023-08-12 22:25 PDT,3.561,
2023-08-12 22:24 PDT,3.569,
2023-08-12 22:23 PDT,3.572,
2023-08-12 22:22 PDT,3.579,
2023-08-12 22:21 PDT,3.575,
2023-08-12 22:20 PDT,3.579,
2023-08-12 22:19 PDT,3.579,
2023-08-12 22:18 PDT,3.579,
2023-08-12 22:17 PDT,3.586,
2023-08-12 22:16 PDT,3.583,
2023-08-12 22:15 PDT,3.591,
2023-08-12 22:14 PDT,3.593,
2023-08-12 22:13 PDT,3.601,
2023-08-12 22:12 PDT,3.6,
2023-08-12 22:11 PDT,3.595,
2023-08-12 22:10 PDT,3.601,
2023-08-12 22:09 PDT,3.608,
2023-08-12 22:08 PDT,3.614,
2023-08-12 22:07 PDT,3.612,
2023-08-12 22:06 PDT,3.605,
2023-08-12 22:05 PDT,3.609,
2023-08-12 22:04 PDT,3.614,
2023-08-12 22:03 PDT,3.622,
2023-08-12 22:02 PDT,3.624,
2023-08-12 22:01 PDT,3.623,
2023-08-12 22:00 PDT,3.626,
2023-08-12 21:59 PDT,3.634,
2023-08-12 21:58 PDT,3.635,
2023-08-12 21:57 PDT,3.641,
2023-08-12 21:56 PDT,3.638,
2023-08-12 21:55 PDT,3.645,
2023-08-12 21:54 PDT,3.648,
2023-08-12 21:53 PDT,3.645,
2023-08-12 21:52 PDT,3.655,
2023-08-12 21:51 PDT,3.649,
2023-08-12 21:50 PDT,3.655,
2023-08-12 21:49 PDT,3.667,
2023-08-12 21:48 PDT,3.666,
2023-08-12 21:47 PDT,3.667,
2023-08-12 21:46 PDT,3.661,
2023-08-12 21:45 PDT,3.673,
2023-08-12 21:44 PDT,3.678,
2023-08-12 21:43 PDT,3.68,
2023-08-12 21:42 PDT,3.683,
2023-08-12 21:41 PDT,3.682,
2023-08-12 21:40 PDT,3.685,
2023-08-12 21:39 PDT,3.693,
2023-08-12 21:38 PDT,3.7,
2023-08-12 21:37 PDT,3.695,
2023-08-12 21:36 PDT,3.697,
2023-08-12 21:35 PDT,3.706,
2023-08-12 21:34 PDT,3.715,
2023-08-12 21:33 PDT,3.721,
2023-08-12 21:32 PDT,3.716,
2023-08-12 21:31 PDT,3.714,
2023-08-12 21:30 PDT,3.727,
2023-08-12 21:29 PDT,3.73,
2023-08-12 21:28 PDT,3.73,
2023-08-12 21:27 PDT,3.728,
2023-08-12 21:26 PDT,3.737,
2023-08-12 21:25 PDT,3.751,
2023-08-12 21:24 PDT,3.752,
2023-08-12 21:23 PDT,3.747,
2023-08-12 21:22 PDT,3.759,
2023-08-12 21:21 PDT,3.763,
2023-08-12 21:20 PDT,3.759,
2023-08-12 21:19 PDT,3.759,
2023-08-12 21:18 PDT,3.76,
2023-08-12 21:17 PDT,3.77,
2023-08-12 21:16 PDT,3.779,
2023-08-12 21:15 PDT,3.78,
2023-08-12 21:14 PDT,3.792,
2023-08-12 21:13 PDT,3.792,
2023-08-12 21:12 PDT,3.791,
2023-08-12 21:11 PDT,3.792,
2023-08-12 21:10 PDT,3.793,
2023-08-12 21:09 PDT,3.798,
2023-08-12 21:08 PDT,3.803,
2023-08-12 21:07 PDT,3.803,
2023-08-12 21:06 PDT,3.815,
